s1_entity_id	matched_entity_ids
S1-233585540	S2-435819398,S2-438405688,S2-448453984,S2-534226976,S2-643662824,S3-305391051,S3-588637611,S3-730495
S1-233796577	S2-223365343,S2-306085359,S2-441447456,S2-483107728,S2-493207734,S2-741465567,S2-796247607,S2-807046019,S3-335133927,S3-395196136,S3-749264980
S1-234017027	
S1-235230404	S2-541618029,S2-675196265,S2-778353474,S2-786938210,S3-194683600
S1-236611120	S2-397711027,S2-451687975,S2-798480042,S2-926048745,S3-264287020,S3-792358070
S1-237120198	S2-595548826
S1-238120053	S2-581487458,S2-915290976,S3-48987898,S3-746978186
S1-23867334	S2-428739710,S3-204612933
S1-239160370	S2-399247856,S2-507991284,S2-583416146,S2-886710137,S2-917405403,S3-378561590,S3-772580767
S1-239220133	S2-39235903,S3-447130521,S3-636073349,S3-747863494,S3-95126186
S1-239575794	
S1-239638178	
S1-240089040	S3-724096519,S3-98951320
S1-240579398	S2-475970819,S3-224939845,S3-451579199,S3-596292955
S1-243029048	S2-518992353,S3-18652627,S3-250938961
S1-243632678	S2-637898550,S3-156077390,S3-210665315,S3-271445261,S3-873507118
S1-243951849	S2-15051891,S2-160261431,S2-358019795,S2-459949051,S2-670348830,S2-748019010,S2-764887699,S2-796970788,S3-115691969,S3-203106643,S3-317101995,S3-506122263,S3-50815472,S3-526318618,S3-613903137,S3-618639849,S3-831018602,S3-890398987
S1-24397495	S2-75435758,S3-225568623,S3-671649696,S3-994816708
S1-244225517	S2-72183385,S3-180868747,S3-756622505
S1-244613171	S2-753197072,S3-10315119,S3-220457872,S3-234886056,S3-637942564
S1-244723389	S2-123160256,S2-145541095,S2-154956498,S2-327278838,S2-360783198,S2-409768810,S2-422277599,S2-527998637,S2-554506939,S2-594696656,S2-864453128,S3-209517333,S3-215674198,S3-646630077,S3-688170811,S3-861480313,S3-975072278
S1-245521963	S2-29892224,S2-375317504,S2-409096888,S2-585449687,S3-129601738,S3-192536573,S3-675445656,S3-991112629
S1-245781079	S2-35142017,S2-873707760,S3-118752981,S3-244388059,S3-482925875,S3-789092626
S1-24588920	S3-700941711,S3-911740636
S1-246213447	S2-123160256,S2-263594852,S2-283438467,S2-324680018,S2-336214481,S2-343549845,S2-397787002,S2-408826635,S2-436021164,S2-574390896,S2-596619574,S2-748326997,S2-80659537,S2-82076220,S2-894905288,S3-155262681,S3-443279794,S3-756010523,S3-904244039
S1-247201393	S2-227317729,S2-388005701,S2-864644975,S2-898873359,S3-209899590,S3-618574064
S1-247790835	S2-198385091,S2-49858289,S2-788004194,S3-492922930,S3-775668358,S3-852599897,S3-971452402
S1-248173578	S2-120491622,S2-139427247,S2-149682379,S2-329226195,S2-369129349,S2-460330204,S2-514833016,S2-583416146,S2-647977522,S2-677167018,S2-783423076,S2-831552640,S2-862554619,S3-200695261,S3-85812307
S1-248345974	S2-340440793,S2-548291539,S2-613100336,S3-230399360,S3-554210254,S3-905138330
S1-249168650	S2-915734747,S3-144217344,S3-510253581
S1-2498176	S3-386214891,S3-709758016
S1-250134266	S2-495738695,S2-56026158,S2-613971810,S2-671518932,S3-227933329,S3-363577189,S3-781027074,S3-833843066
S1-25155599	S2-742868482,S3-444413705,S3-501548407
S1-252679930	S2-130342931,S2-718261114,S3-482982663
S1-253168923	S2-214643695,S2-303964778,S2-71825806,S3-455518770
S1-253903411	S2-211074522,S2-228571913,S2-373702633,S2-390474791,S2-614749359,S2-840042716,S3-150507887,S3-311876884,S3-377507596,S3-551932105,S3-596336658,S3-654427348,S3-725007340,S3-830048858,S3-85438564,S3-877055204,S3-879321070,S3-956776854
S1-254053251	S3-164006533,S3-840918109
S1-25407590	S2-711309481,S2-873593900,S3-406986016,S3-760816136,S3-815190806
S1-254897703	S2-389851913,S2-618463331,S3-251848147,S3-756356035
S1-255578110	S2-998140307,S3-260149870,S3-301490066
S1-255653032	S2-228090392,S2-860362035,S3-129077197,S3-543401297,S3-637911546,S3-643284887,S3-928461931
S1-256294247	S2-203279738,S2-214090483,S2-336087266,S2-751974936,S3-22692368,S3-269148275
S1-256778008	S2-151713832,S2-2757746,S2-440988096,S2-461687748,S2-487245946,S2-503104774,S2-549194858,S2-588040848,S2-717645169,S2-870542339,S2-987590239,S3-155953990,S3-193889685,S3-252351430,S3-291261538,S3-415622416,S3-706609419,S3-730741110,S3-823064560,S3-87574796,S3-895513120
S1-257033709	S2-148359866,S2-151486052,S2-156700731,S2-228302982,S2-658026947,S2-820220584,S2-893822757,S3-206605850,S3-214892082,S3-280976317,S3-61139207,S3-61731794,S3-912197208
S1-257071106	S2-293423963,S2-322532476
S1-257846716	S2-256505194,S2-301672160,S2-744221911,S3-747985799,S3-843884600
S1-257896113	S2-263312452,S2-344740522,S2-378206082,S2-621538604,S2-678491336,S3-155953990,S3-347533586,S3-474294545,S3-829352063,S3-845704349,S3-888785079
S1-258319940	S2-141060787,S2-258594060,S2-311811411,S2-482417258,S2-642810454,S2-68398475,S2-815641555,S2-918206888,S2-983837825,S3-449092656,S3-488563354,S3-516640290,S3-620178785
S1-258531529	S2-212177470,S2-352116283,S2-51682379,S2-721614335,S2-978207632,S3-577064480,S3-670624426,S3-713666514
S1-258616659	S2-684052485,S2-840218025,S2-84983943,S3-530275413,S3-66793244,S3-704537379
S1-259041316	S2-75111455,S3-596374753
S1-261532988	S2-300790722,S2-388654740,S2-693015215,S2-959364542,S3-112601707,S3-398529400,S3-619596859,S3-654796273,S3-950580462
S1-261971202	S2-194182873,S2-638783275,S3-156652823
S1-262201247	S2-11494376,S2-260385818,S2-336731520,S2-394478018,S2-407195129,S2-483491849,S3-323403824,S3-400892839,S3-565245856,S3-69323428
S1-262562207	S2-17850416,S2-343250350,S2-550297217,S3-154996264,S3-187618463,S3-214216583,S3-263317529,S3-354863834,S3-400308244,S3-415622416,S3-423676847,S3-501877088,S3-512220721,S3-544171913,S3-55665882,S3-568862864,S3-571852962,S3-58524409,S3-603823870,S3-664739147,S3-684729638,S3-730741110,S3-799376158,S3-816359750,S3-93925978
S1-262877901	S2-718612633,S2-825605323,S3-206596281,S3-394011117,S3-749050684,S3-810700103,S3-967871667
S1-262926714	S2-492120333,S2-573915670,S2-897462610,S3-416014960,S3-718668696
S1-263192171	S2-135560743,S2-38356436,S2-390144779,S2-415405885,S2-415476574,S2-450227324,S2-899205255,S2-930373992,S2-949017450,S2-967115224,S3-156609613,S3-168384574,S3-350962027,S3-387741261,S3-687778264,S3-79057617,S3-809244623,S3-951163936,S3-981744011
S1-263215243	S2-228262908,S2-512589069,S3-350342300,S3-387288382,S3-580334425
S1-263562940	S2-24567149,S2-390309194,S2-501101378,S2-686293759,S3-120502429,S3-160020138,S3-400545065,S3-969998539
S1-264390254	S2-304351657,S2-561297401,S2-872688612,S3-231793439,S3-765250912
S1-264571724	
S1-26523833	S2-172277117,S2-719752197,S2-788461461,S3-311616237,S3-379677554
S1-26567993	S2-580263951,S2-90606444,S3-179400379,S3-250989721,S3-352103037,S3-772849769,S3-922427384
S1-265702453	S2-837701396,S3-151144398,S3-858693117
S1-265778936	S2-803023592,S2-976131554,S3-325001906,S3-418032162,S3-848917927
S1-265884188	S2-856285341
S1-266189722	S2-449348065,S2-509499394,S2-825755260,S2-937380695,S2-942901494,S3-165767254,S3-169472071
S1-266544536	S3-21926979,S3-227920338
S1-266618179	S2-289628853,S2-430043830,S2-508863687,S2-545095058
S1-266809342	S2-339166327,S3-21012518,S3-559995584,S3-941738355
S1-267412587	S2-783078514,S2-844853269,S3-126194250,S3-576746462
S1-267776349	S2-758879512,S2-922555537,S2-934573433,S3-691216911
S1-267879578	S2-200348750,S2-234618478,S2-522417251,S2-563774764,S3-548530080
S1-267926944	S2-26413419,S2-475530620,S2-583927959,S3-242290022,S3-401417884,S3-440057025
S1-268247161	S2-602016023,S2-797831131,S3-825052229
S1-268468322	S2-15987655,S2-92857167
S1-268573273	S2-139544269,S2-727337590,S3-705862811,S3-712802472
S1-270099616	S2-324613732,S2-687819940,S3-821596126,S3-940072800
S1-270621998	S2-181674216,S3-411374598,S3-430207286,S3-450702691
S1-270835520	S2-325337003,S2-905270047,S3-104943889,S3-924606182
S1-27142903	S2-216981508,S2-283396217,S2-498778406,S3-370031919,S3-688938312
S1-272009402	S2-201898878,S2-402428134,S2-919456861,S3-295410960,S3-366162466,S3-663610689,S3-868369542,S3-978075841
S1-272136933	S2-384464415,S2-699665075,S3-243289823
S1-272155663	S2-215778429,S2-594826795,S3-438550240,S3-525646786,S3-829396368
S1-272959641	S2-168021852,S2-171653904,S2-373702633,S2-392579089,S2-401173946,S2-567366965,S2-719726221,S2-98303092,S3-114951618,S3-311876884,S3-377507596,S3-481873092,S3-500779849,S3-544171913,S3-664739147,S3-684729638,S3-849442940,S3-86574447,S3-923232272,S3-985712561
S1-273894151	S2-170496715,S2-207141010,S2-285830230,S3-49572669
S1-273932196	S2-14665532,S2-162187120,S3-949341466
S1-276101699	S2-256970151,S3-15294312,S3-687844693,S3-860644724,S3-99087190
S1-276115112	S3-452239518,S3-900335216
S1-276490740	S2-984980513,S3-106750122,S3-407416592,S3-671104589
S1-27667649	S2-412127748,S3-894259164,S3-993893634
S1-277423381	S2-417168475,S2-651459065,S3-920558308,S3-943708557
S1-27756730	S2-555745376,S2-607733004,S2-980678561,S3-762947987,S3-886569072
S1-278363914	S2-605291073,S2-779461710,S3-366606811,S3-491945325,S3-640321565
S1-278832153	S2-142116275,S2-420416386
S1-27952195	S2-640193490,S3-265414381
S1-280652569	S2-282994057,S2-648574504,S2-810285613,S2-895785554,S3-205561383,S3-209660477,S3-481606768,S3-612475009,S3-984428980
S1-281641466	S2-224848450,S2-471530126,S2-559704787,S2-999150955,S3-232153076,S3-297916931,S3-303022171,S3-432966159,S3-433492548,S3-772912089,S3-888692152,S3-949928855,S3-994068528
S1-282294673	S2-745717876,S3-212073996,S3-451592690,S3-644879713
S1-282771463	S2-256071637,S2-263422650,S2-902537247,S3-104088778,S3-39970922
S1-283127304	S2-106626519,S2-123524661,S3-574565666,S3-993713768
S1-28390839	S2-460330204,S2-551152705,S2-797784574,S2-806923579,S3-247233338,S3-26967129,S3-325643025,S3-389032009,S3-682042356,S3-879159988,S3-972157828
S1-284788942	S2-273504237,S3-432563749
S1-285092388	S2-842640519,S3-362842555,S3-617864515
S1-286014691	S2-769932273,S2-820623466,S2-916120646,S3-778541934
S1-28664043	S2-102013466,S2-446477042,S3-527210552
S1-287541726	S2-553899317,S2-584040314
S1-28762548	
S1-288171966	S2-519892237,S2-942506058,S3-496071497
S1-289341667	S2-630240734,S3-521988819
S1-289692975	S2-17299974,S2-783157556,S2-846902489,S3-373382992,S3-731994005,S3-923335933,S3-926181367
S1-289725508	S2-135242285,S2-470524293,S3-294246906,S3-364171068,S3-725427889
S1-289792760	S2-152706432,S2-572549238,S2-587046319,S3-517368493
S1-290176159	S2-484201620,S2-552276647,S3-877664583
S1-290441787	S2-634498487,S3-182897423,S3-211345381,S3-559059271,S3-631971081,S3-665781869,S3-827871297,S3-91138727,S3-917010534,S3-958259376
S1-290883165	S2-479174851,S2-523082395,S2-889081032,S3-24837231,S3-443951219,S3-512925773,S3-657031922
S1-290906735	S2-261336822,S2-435984900,S2-5050362,S2-690743990,S3-479886624,S3-508777356,S3-706773320
S1-291875860	S2-61258414
S1-292086069	S2-153193549,S3-639950632,S3-8375959
S1-292593300	S3-291880371,S3-594971572,S3-893033824
S1-29310077	S2-474573540,S3-130107204,S3-403851057
S1-293403344	S2-329360380,S2-405745680,S2-776427342,S3-182570953,S3-820198930
S1-294934721	S2-544764777,S2-569427763,S3-531773552
S1-296172634	S2-441636599,S2-70012592,S2-829638399,S2-965371012,S3-459194834,S3-589036269,S3-623076682,S3-759771575,S3-921002265
S1-296461667	S2-143555694,S2-736629115,S2-790631888,S3-414625788
S1-297594333	S2-241715110,S2-388012541,S2-459550912,S2-797199824,S3-160636208,S3-249148031,S3-717138705
S1-299068367	S2-377784357,S2-552287817,S2-71672444,S2-961621195,S3-119582599,S3-412573829,S3-917674353
S1-299908082	S2-171094733,S2-923829274,S3-431128639,S3-901808404
S1-300714164	S2-41011484,S2-98562326,S3-422918487,S3-535511470
S1-300761029	S2-267335655,S2-451297310,S3-800505233
S1-300794758	S2-47169456,S2-548685249,S3-581704087,S3-676925794
S1-301984798	S2-387491462,S3-414588711,S3-622070928
S1-302489373	S2-243756362,S2-622569110,S3-329259365,S3-765726828
S1-303042951	S2-959191780
S1-303962519	S2-449636368,S2-734884692,S3-143826596,S3-85092618
S1-304806502	S3-436222468,S3-726551363,S3-731698413,S3-823870215
S1-304967180	S2-160968348,S2-455308420,S2-704715793,S2-84494111,S2-944920320,S2-955300457,S3-210042613,S3-370931996,S3-816075730
S1-305188593	S2-414392921,S2-525824128,S2-983148894,S3-226967266
S1-305225305	S2-596997759,S3-503287654,S3-951258476
S1-305420066	S2-244871069,S3-119133173,S3-588141065
S1-307006298	S2-102515684,S2-239023281,S2-396611398,S2-552337501,S2-72401113,S2-77505551,S3-265522109,S3-728852977
S1-308358807	S2-280233509,S2-726253995,S2-832813171,S3-142069812,S3-681195048,S3-85772591,S3-941039527
S1-308516406	S2-446736918,S2-467351922,S3-452180333,S3-66265940
S1-30858414	S2-239603162,S2-722016438,S3-281546232,S3-572225252,S3-708130675
S1-309403969	S2-347826817,S2-512627307,S2-922569359,S3-187370222,S3-875038611
S1-310189894	S2-606699956,S3-68508729,S3-935484344
S1-311508798	S3-508395321,S3-847929289
S1-311791263	S2-405888415,S2-888196953,S3-305499656,S3-874094940
S1-311940741	S2-573280019,S2-580918746,S2-736629115,S2-797285454,S2-930163835,S2-9629601,S3-408941438,S3-516011380,S3-789387673,S3-906889807
S1-31229613	S2-112160299,S2-182282325,S2-19110677,S2-297171374,S2-326460571,S2-35554040,S2-393794248,S2-394390305,S2-423709852,S2-454110857,S2-508636781,S2-512059400,S2-535152169,S2-560640973,S2-573097389,S2-626711432,S2-6370899,S2-644542231,S2-650536091,S2-740236485,S2-757500657,S2-762552526,S2-773205318,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-845304696,S2-86233982,S3-151959827,S3-309993071,S3-397745064,S3-495938269,S3-526812808,S3-5677346,S3-615890284,S3-618287981,S3-646463686,S3-648759812,S3-695601854,S3-840047870
S1-314104726	S2-121098883,S2-321356350,S2-549223151,S2-739532479,S3-120917570,S3-127178806,S3-254632308,S3-36982600,S3-513496594,S3-662368992,S3-750543144,S3-938131797
S1-314154935	S2-147774130,S2-318977757,S3-183113492,S3-403160093
S1-314539380	S2-200011828,S2-205625281,S2-38082880,S2-669194902
S1-314545436	S2-310018766,S2-739441898,S3-122130305,S3-199449879
S1-315492120	S2-581678091,S2-717979890,S2-719989503,S2-924676254,S3-538598905,S3-579179184
S1-316056178	S2-658974844,S3-560936266
S1-316198249	S2-867851019,S3-498836486
S1-316685580	S2-892467577
S1-317394458	S2-323438768,S2-378563864,S2-464674986,S2-547095821,S2-662763007,S2-878799813
S1-317539737	S2-151691134,S2-379060143,S2-470198120,S2-566078518,S2-722137573,S3-745892946,S3-820876196,S3-865636049,S3-911631111
S1-317620285	S2-391685700,S2-663128927,S2-850455988,S2-912741836,S3-19941441,S3-405330259,S3-673583462,S3-798230813,S3-873129784
S1-317966991	S2-123914172,S2-281623178,S3-772232548
S1-318013847	S2-135289854,S2-405618761,S2-583561998,S3-181779512,S3-252936505,S3-60887970
S1-318355990	S2-990000655,S3-326449861,S3-478966911,S3-717389340
S1-319262195	S2-135289854,S2-207730618,S2-405618761,S2-571335452,S2-774595100,S2-853127356,S3-154071832,S3-159761515,S3-181779512,S3-252936505,S3-375193264,S3-543517879,S3-607097809,S3-60887970
S1-319645269	S2-126845662,S2-170123370,S3-364517484,S3-394856117
S1-319966296	S2-134253720,S2-628206536,S3-425299807,S3-798123196
S1-320298157	S2-940994188,S3-159953080,S3-322452743,S3-806556028
S1-321131009	S2-654723284,S3-323519424,S3-538904018,S3-691569563,S3-694013922,S3-975465588
S1-321144046	S2-15475521,S2-209218162,S2-34514249,S2-438405688,S2-448453984,S2-534226976,S2-937723366,S2-981997985,S3-190542246,S3-474294545,S3-575394524,S3-577724564,S3-588637611,S3-67284676,S3-681531153,S3-750524843,S3-985167223
S1-321474731	S2-203480763,S2-343604538,S2-358412134,S2-424022015,S2-461553799,S2-512158214,S2-623005735,S2-763630919,S3-115206517,S3-220268435,S3-642908212
S1-321837609	S2-138398245,S2-161958157,S2-200888854,S2-204682450,S2-204742663,S2-215814288,S2-243171422,S2-283906277,S2-293012243,S2-325279316,S2-343051226,S2-359363339,S2-389348200,S2-43824315,S2-455086001,S2-46291612,S2-4735407,S2-474738950,S2-47604384,S2-486544070,S2-486910485,S2-497595499,S2-503605889,S2-560072410,S2-57339913,S2-580459679,S2-590222088,S2-634466562,S2-667676743,S2-716605032,S2-731610758,S2-739966258,S2-747949834,S2-751975734,S2-761058995,S2-773175994,S2-799562267,S2-804985211,S2-809474664,S2-843058880,S2-861502204,S2-871266650,S2-879224565,S2-892175071,S2-918497788,S2-925664698,S2-947278826,S3-161084328,S3-493024367,S3-560492006,S3-591567981,S3-690606881,S3-693584904,S3-705041867,S3-991688186
S1-321958756	S2-611174207
S1-322248246	S2-131641546,S2-215814288,S2-303822688,S2-427307144,S2-435854364,S2-512319081,S2-539953239,S2-590222088,S2-599975490,S2-615968375,S2-621957046,S2-633750945,S2-649240822,S2-660217968,S2-717079231,S2-751975734,S2-910454358,S3-191391476,S3-604628886,S3-794619399
S1-322346257	S2-876337553,S2-959884594,S3-23990319,S3-568522398,S3-765052721
S1-323454871	S2-344224217,S2-829188174,S2-87457418,S2-965680866,S3-792724428,S3-97243378
S1-324102511	S3-623268765
S1-324445265	S2-262551631,S2-727773054,S3-393218001,S3-772804439
S1-325045080	S2-189566095,S3-130799748,S3-62234329,S3-711478198,S3-877689587
S1-325414259	S2-303406761,S3-114943091,S3-389902709,S3-992949315
S1-325467721	S2-246939097,S2-608000623,S2-879880255,S3-381922207
S1-325547405	S2-944787036,S3-102750153,S3-240783244,S3-490314968,S3-598131431
S1-325685394	S2-115345544,S2-160112256,S2-509096468,S2-661484403,S3-115118812
S1-325953783	S2-300714779,S2-341964473,S2-90742093,S3-179207736,S3-628659397
S1-326048618	S2-574731894,S2-772097061,S3-203337608,S3-440394418
S1-32629897	S2-440214281,S2-507663237,S2-658116388,S3-295350988,S3-40452701,S3-608064497
S1-326728372	S2-188684036,S2-232791885,S2-238701842,S2-277144045,S2-321014688,S2-361650502,S2-387943881,S2-390535265,S2-470611935,S2-479007574,S2-509064758,S2-541703498,S2-568865902,S2-635192694,S2-655906915,S2-706292192,S2-735160104,S2-767120590,S2-871344720,S2-873834577,S2-966743745,S2-968487052,S2-973237553,S3-119333370,S3-121051108,S3-124849088,S3-147751238,S3-187618423,S3-258396715,S3-27900416,S3-279288105,S3-362173097,S3-380064487,S3-399087855,S3-416475349,S3-455770322,S3-456004019,S3-466599489,S3-500087981,S3-507020457,S3-533580878,S3-578207691,S3-744894391,S3-872186608,S3-928488579,S3-971355957,S3-998223938
S1-328304041	S2-496726786,S2-512696395,S2-618697775,S2-878116033,S2-978386911,S3-447139734,S3-698606667
S1-329614377	S2-172372151,S2-506999375,S2-928540054,S2-945276674,S3-424204660,S3-619732466,S3-703194899
S1-330954453	S2-131433090,S2-132324478,S2-574037055,S2-635006333,S2-656608113,S2-806180359,S2-873392592,S3-393831616,S3-849188765
S1-331775081	S2-191562351,S2-196517150,S2-54666800,S3-638017097
S1-331834392	S2-143588220,S2-185484796,S2-221636647,S3-507324601,S3-640339157
S1-332784262	S3-252534176,S3-332614298
S1-332900299	S2-118734483,S2-12197455,S2-346686351,S2-527496150,S2-652020498,S2-853980422,S2-903140926,S3-471271473,S3-53271107
S1-332921024	S2-100138094,S2-11976805,S2-157771941,S2-257378116,S2-345246697,S2-345305247,S2-368962949,S2-48543925,S2-558160267,S2-667908652,S2-750594241,S2-834371692,S2-870382015,S2-876951696,S2-885375432,S2-894765413,S2-95242395,S2-989213363,S3-121105013,S3-400383706,S3-66753167,S3-784452001,S3-860513506,S3-865593574
S1-333346088	S2-291789162,S2-739767734,S3-362850907
S1-334222600	S2-747084062,S2-963886152,S3-853901644,S3-901334074
S1-334483516	S2-234895354,S2-959848411,S3-626624844,S3-795313737,S3-814064957
S1-335467078	S2-223820568,S2-256807005,S2-975074680,S3-31388258,S3-863111557
S1-335841335	S2-395081073,S2-426772558,S2-739525613,S2-869092673,S3-534492649,S3-603710727,S3-891475887
S1-335873268	S2-23800364,S2-290927163,S3-34870717
S1-337004465	S2-480179192,S2-792492427,S2-918158647,S3-233188628,S3-633249186
S1-337434233	S2-41204560,S2-619579957,S2-717645169,S3-187618463,S3-263317529,S3-415622416,S3-501877088,S3-523084056,S3-603823870,S3-730741110,S3-790686299,S3-806762709,S3-824327699,S3-866519291,S3-93925978,S3-965268423
